1,-0.31006,-0.035228,-5.9045
1,-0.68156,-0.53936,-5.9634
1,3.405,2.9208,-5.9626
4,-1.7253,-0.76133,-4.4753
4,-1.0105,-0.49437,-4.9323
1,-1.0481,-0.64671,-6.159
4,-1.4305,-0.65138,-3.8788
1,0.69036,0.57721,-5.8082
1,0.66242,0.62398,-6.0958
1,0.0086574,0.2435,-5.4463
1,-0.70012,-0.59543,-5.5023
1,0.58016,0.67233,-5.5634
1,-0.3505,-0.0034674,-5.3898
1,-0.37525,-0.25489,-5.5493
1,0.35471,0.25286,-4.647
4,-1.9209,-0.81467,-4.5906
1,-0.7741,-0.46187,-6.3971
4,-1.4138,-0.70911,-4.929
1,0.63084,0.79698,-6.4467
1,-0.16658,0.05584,-5.8941
1,0.47224,0.33432,-5.5505
1,-0.49224,-0.44736,-5.3358
1,-0.50921,-0.406,-5.6776
1,1.129,0.56171,-5.4227
4,-1.222,-0.40212,-3.9544
1,0.042898,-0.091476,-5.4701
4,-0.89728,-0.49905,-4.9429
4,-1.2784,-0.59448,-4.8582
1,-0.85711,-0.61592,-5.2485
4,-1.3966,-0.82697,-5.5649
1,0.2042,0.0072305,-5.5972
1,1.5906,1.0077,-5.5736
4,-1.5475,-0.69305,-4.6476
1,-0.99043,-0.52905,-5.0163
1,0.93732,1.3194,-5.9596
1,-0.71768,-0.20213,-5.3478
4,-1.4488,-0.5788,-4.3509
1,-0.55143,-0.43282,-5.3289
4,-1.3907,-0.5705,-4.6477
1,-0.60333,-0.38577,-6.0119
1,-0.34123,-0.2487,-6.0293
4,-1.8334,-0.83908,-5.3213
1,1.3816,1.3944,-5.5369
4,-1.5208,-0.69848,-4.4717
4,-1.5521,-0.52706,-4.3347
1,-0.23867,-0.13751,-5.888
4,-1.3825,-0.3411,-5.4719
1,-0.81707,-0.38101,-6.1904
1,-0.6431,-0.48234,-5.7257
4,-1.9574,-0.98246,-5.3049
1,-0.71022,-0.6254,-5.9046
1,-0.34872,-0.20429,-5.3763
1,-0.15778,-0.19051,-5.925
1,-0.67936,-0.31706,-5.923
4,-1.3259,-0.49617,-4.5889
1,-0.60951,-0.49427,-5.5486
4,-1.4528,-0.53179,-4.6149
4,-1.5475,-0.79656,-5.6348
4,-1.579,-0.61303,-4.7659
4,-1.3456,-0.53226,-3.7699
1,-0.50244,-0.3183,-5.7096
1,-0.10746,-0.18778,-5.2236
1,0.33621,0.30782,-5.2326
1,-0.013525,-0.19588,-5.4091
