1,1,-0.83333,-0.88862,6,1,1
1,1,-0.5,-0.11589,6,1,1
1,1,-0.16667,-0.51602,6,1,1
1,1,0.16667,-0.22197,6,1,1
1,1,0.5,0.49531,6,1,1
1,1,0.83333,0.91375,6,1,1
1,2,-0.8,0.81973,6,1,3
1,2,-0.48,0.035319,6,1,3
1,2,-0.16,-0.24784,6,1,3
1,2,0.16,-0.094203,6,1,3
1,2,0.48,-0.29338,6,1,3
1,2,0.8,-0.6827,6,1,3
1,3,-0.83333,0.55519,6,1,1
1,3,-0.5,0.75287,6,1,1
1,3,-0.16667,0.34462,6,1,1
1,3,0.16667,-0.35218,6,1,1
1,3,0.5,-0.5915,6,1,1
1,3,0.83333,-0.53972,6,1,1
1,4,-0.66667,1.0106,24,1,1
1,4,-0.60869,0.61005,24,1,1
1,4,-0.55073,0.6732,24,1,1
1,4,-0.49275,0.71547,24,1,1
1,4,-0.43478,0.57878,24,1,1
1,4,-0.37681,0.1545,24,1,1
1,4,-0.31884,0.74333,24,1,1
1,4,-0.26087,0.29652,24,1,1
1,4,-0.2029,0.095573,24,1,1
1,4,-0.14493,-0.16755,24,1,1
1,4,-0.086953,-0.57844,24,1,1
1,4,-0.028985,-0.080833,24,1,1
1,4,0.028985,-0.17193,24,1,1
1,4,0.086953,0.33877,24,1,1
1,4,0.14493,-0.068273,24,1,1
1,4,0.2029,-0.32889,24,1,1
1,4,0.26087,-0.33711,24,1,1
1,4,0.31884,-0.52439,24,1,1
1,4,0.37681,-0.38,24,1,1
1,4,0.43478,-0.8268,24,1,1
1,4,0.49275,-0.83827,24,1,1
1,4,0.55073,-0.46854,24,1,1
1,4,0.60869,-1.2431,24,1,1
1,4,0.66667,-0.86547,24,1,1
1,5,-0.8,0.39409,24,1,2
1,5,-0.73478,0.2541,24,1,2
1,5,-0.66956,0.72167,24,1,2
1,5,-0.60434,0.33636,24,1,2
1,5,-0.53914,-0.34684,24,1,2
1,5,-0.47392,-0.62413,24,1,2
1,5,-0.4087,-0.71627,24,1,2
1,5,-0.34348,0.059344,24,1,2
1,5,-0.27826,-0.64139,24,1,2
1,5,-0.21304,-0.30107,24,1,2
1,5,-0.14783,-0.57404,24,1,2
1,5,-0.082608,-0.86076,24,1,2
1,5,-0.017391,-0.86427,24,1,2
1,5,0.047826,-0.26982,24,1,2
1,5,0.11304,-0.55192,24,1,2
1,5,0.17826,-0.72447,24,1,2
1,5,0.24348,-0.52913,24,1,2
1,5,0.3087,-0.325,24,1,2
1,5,0.37392,-0.20937,24,1,2
1,5,0.43914,0.51956,24,1,2
1,5,0.50434,-0.0084778,24,1,2
1,5,0.56956,0.51922,24,1,2
1,5,0.63478,0.72533,24,1,2
1,5,0.7,0.49167,24,1,2
1,6,-0.3125,0.18506,6,2,1
1,6,-0.1875,0.25096,6,2,1
1,6,-0.0625,0.11487,6,2,1
1,6,0.0625,-0.11739,6,2,1
1,6,0.1875,-0.19717,6,2,1
1,6,0.3125,-0.17991,6,2,1
1,7,-0.83333,-0.11283,6,1,2
1,7,-0.5,-0.030058,6,1,2
1,7,-0.16667,-0.68467,6,1,2
1,7,0.16667,-0.4369,6,1,2
1,7,0.5,-0.54837,6,1,2
1,7,0.83333,0.7865,6,1,2
1,8,-0.36364,0.45295,6,2,3
1,8,-0.21818,0.080856,6,2,3
1,8,-0.072727,-0.053464,6,2,3
1,8,0.072727,0.019416,6,2,3
1,8,0.21818,-0.075067,6,2,3
1,8,0.36364,-0.25974,6,2,3
1,10,-0.4,-0.14446,24,2,2
1,10,-0.36522,0.060363,24,2,2
1,10,-0.33043,0.074774,24,2,2
1,10,-0.29565,0.12005,24,2,2
1,10,-0.26087,0.23173,24,2,2
1,10,-0.22609,0.2603,24,2,2
1,10,-0.1913,0.25291,24,2,2
1,10,-0.15652,0.32477,24,2,2
1,10,-0.12174,0.17376,24,2,2
1,10,-0.086957,0.20636,24,2,2
1,10,-0.052174,0.23996,24,2,2
1,10,-0.017391,0.35261,24,2,2
1,10,0.017391,0.2791,24,2,2
1,10,0.052174,0.25773,24,2,2
1,10,0.086957,0.25321,24,2,2
1,10,0.12174,0.21068,24,2,2
1,10,0.15652,0.17527,24,2,2
1,10,0.1913,0.16432,24,2,2
1,10,0.22609,0.050714,24,2,2
1,10,0.26087,0.042474,24,2,2
1,10,0.29565,-0.075371,24,2,2
1,10,0.33043,-0.33291,24,2,2
1,10,0.36522,-0.15363,24,2,2
1,10,0.4,-0.22174,24,2,2
1,11,-0.3125,-0.089538,6,2,2
1,11,-0.1875,0.21304,6,2,2
1,11,-0.0625,0.079426,6,2,2
1,11,0.0625,0.19089,6,2,2
1,11,0.1875,-0.040157,6,2,2
