1,1,-0.7912,-0.8422
1,1,-0.7912,-0.8422
1,1,-0.7912,-0.8422
1,1,-0.7912,-0.8422
1,1,-0.7912,-0.8422
1,1,-0.7432,-0.7882
1,1,-0.692,-0.748
1,1,-0.6406,-0.7008
1,1,-0.5892,-0.6572
1,1,-0.538,-0.61
1,1,-0.4866,-0.5664
1,1,-0.4352,-0.5192
1,1,-0.384,-0.4688
1,1,-0.3328,-0.4182
1,1,-0.2812,-0.3746
1,1,-0.23,-0.324
1,1,-0.1786,-0.2702
1,1,-0.1272,-0.2264
1,1,-0.076,-0.1726
1,1,-0.0246,-0.122
1,1,0.0266,-0.075
1,1,0.078,-0.021
1,1,0.1294,0.0294
1,1,0.1806,0.0766
1,1,0.232,0.1304
1,1,0.2834,0.181
1,1,0.3346,0.2278
1,1,0.386,0.2888
1,1,0.4372,0.3426
1,1,0.4886,0.4034
1,1,0.54,0.4674
1,1,0.591,0.5314
1,1,0.6426,0.5922
1,1,0.6938,0.6528
1,1,0.7452,0.7202
1,1,0.7964,0.7946
1,1,0.8478,0.8586
1,1,0.8478,0.8586
1,1,0.8478,0.8586
1,1,0.8478,0.8586
1,2,-0.758,0.7522
1,2,-0.758,0.7522
1,2,-0.758,0.7522
1,2,-0.758,0.7522
1,2,-0.758,0.7522
1,2,-0.744,0.7282
1,2,-0.6922,0.6874
1,2,-0.6404,0.6398
1,2,-0.5886,0.596
1,2,-0.5368,0.545
1,2,-0.4884,0.4938
1,2,-0.4364,0.4364
1,2,-0.3846,0.3818
1,2,-0.3328,0.3344
1,2,-0.2808,0.2802
1,2,-0.2324,0.2324
1,2,-0.1806,0.1748
1,2,-0.1286,0.1138
1,2,-0.0768,0.056
1,2,-0.0248,-0.0084
1,2,0.027,-0.0696
1,2,0.0754,-0.1204
1,2,0.1272,-0.1748
1,2,0.1794,-0.2258
1,2,0.2312,-0.2766
1,2,0.283,-0.3344
1,2,0.3348,-0.382
1,2,0.3832,-0.426
1,2,0.435,-0.4702
1,2,0.4866,-0.511
1,2,0.5384,-0.5552
1,2,0.5904,-0.5994
1,2,0.6422,-0.6468
1,2,0.694,-0.6944
1,2,0.7424,-0.742
1,2,0.7944,-0.7962
1,2,0.8254,-0.8234
1,2,0.8254,-0.8234
1,2,0.8254,-0.8234
1,2,0.8254,-0.8234
1,3,-0.9628,0.4222
1,3,-0.9492,0.4458
1,3,-0.898,0.5064
1,3,-0.8468,0.5536
1,3,-0.789,0.6108
1,3,-0.7446,0.641
1,3,-0.6932,0.678
1,3,-0.642,0.6948
1,3,-0.5908,0.7046
1,3,-0.5392,0.7012
1,3,-0.4878,0.6942
1,3,-0.4362,0.6806
1,3,-0.3846,0.6534
1,3,-0.333,0.599
1,3,-0.2812,0.5314
1,3,-0.2294,0.4366
1,3,-0.1802,0.21
1,3,-0.1278,0.0274
1,3,-0.0758,-0.0876
1,3,-0.0274,-0.1792
1,3,0.0246,-0.267
1,3,0.0762,-0.3348
1,3,0.128,-0.3924
1,3,0.1794,-0.4398
1,3,0.2312,-0.4806
1,3,0.2828,-0.511
1,3,0.3344,-0.5416
1,3,0.386,-0.5688
1,3,0.4374,-0.586
1,3,0.4854,-0.5928
1,3,0.5608,-0.5864
1,3,0.5882,-0.583
1,3,0.6394,-0.5698
1,3,0.691,-0.553
1,3,0.7422,-0.533
1,3,0.7936,-0.5026
1,3,0.8448,-0.4658
1,3,0.8958,-0.4084
1,3,0.95,-0.2836
1,3,0.9706,-0.2634
1,4,-0.7844,0.9388
1,4,-0.7844,0.9388
1,4,-0.7844,0.9388
1,4,-0.7844,0.9388
1,4,-0.7844,0.9388
1,4,-0.7432,0.8878
1,4,-0.6918,0.8268
1,4,-0.6404,0.7658
1,4,-0.5888,0.7016
1,4,-0.5374,0.6234
1,4,-0.486,0.559
1,4,-0.4346,0.4846
1,4,-0.383,0.41
1,4,-0.335,0.3254
1,4,-0.2836,0.2374
1,4,-0.232,0.1592
1,4,-0.1806,0.0712
1,4,-0.1292,-0.0032
1,4,-0.0778,-0.0744
1,4,-0.0264,-0.1522
1,4,0.0252,-0.1828
1,4,0.0766,-0.2946
1,4,0.128,-0.3656
1,4,0.1794,-0.4402
1,4,0.231,-0.5114
1,4,0.2824,-0.5758
1,4,0.3338,-0.6402
1,4,0.3852,-0.7046
1,4,0.4368,-0.7588
1,4,0.4882,-0.8096
1,4,0.5086,-0.83
1,4,0.5086,-0.83
1,4,0.5086,-0.83
1,4,0.5086,-0.83
1,4,0.5086,-0.83
1,4,0.5086,-0.83
1,4,0.5086,-0.83
1,4,0.5086,-0.83
1,4,0.5086,-0.83
1,4,0.5086,-0.83
1,5,-0.817,0.8606
1,5,-0.817,0.8606
1,5,-0.817,0.8606
1,5,-0.817,0.8606
1,5,-0.7956,0.7312
1,5,-0.743,0.5374
1,5,-0.6908,0.3978
1,5,-0.642,0.2586
1,5,-0.5896,0.1188
1,5,-0.5374,-0.0102
1,5,-0.4886,-0.1122
1,5,-0.4366,-0.2142
1,5,-0.3846,-0.3028
1,5,-0.3328,-0.3742
1,5,-0.2806,-0.4456
1,5,-0.232,-0.5136
1,5,-0.1802,-0.5714
1,5,-0.1284,-0.6224
1,5,-0.0766,-0.6428
1,5,-0.025,-0.6496
1,5,0.0262,-0.6224
1,5,0.0778,-0.5714
1,5,0.1356,-0.5034
1,5,0.1802,-0.449
1,5,0.2314,-0.3708
1,5,0.2824,-0.252
1,5,0.3334,-0.136
1,5,0.3844,-0.0068
1,5,0.4354,0.1224
1,5,0.4862,0.2176
1,5,0.5374,0.33
1,5,0.5884,0.432
1,5,0.6394,0.527
1,5,0.694,0.6428
1,5,0.745,0.7518
1,5,0.796,0.881
1,5,0.8164,0.915
1,5,0.8164,0.915
1,5,0.8164,0.915
1,5,0.8164,0.915
1,6,-0.9318,-0.2164
1,6,-0.9318,-0.2164
1,6,-0.8974,-0.2064
1,6,-0.846,-0.1894
1,6,-0.7946,-0.159
1,6,-0.7432,-0.1282
1,6,-0.6916,-0.0976
1,6,-0.6402,-0.0602
1,6,-0.5888,-0.0194
1,6,-0.5374,0.0144
1,6,-0.486,0.0486
1,6,-0.4348,0.0962
1,6,-0.3834,0.1506
1,6,-0.332,0.1778
1,6,-0.2806,0.2152
1,6,-0.229,0.2388
1,6,-0.205,0.2456
1,6,-0.1292,0.2046
1,6,-0.0772,0.1466
1,6,-0.0252,0.0614
1,6,0.027,-0.0716
1,6,0.0754,-0.1296
1,6,0.1272,-0.1706
1,6,0.179,-0.198
1,6,0.2306,-0.2082
1,6,0.2822,-0.2118
1,6,0.3338,-0.2118
1,6,0.3852,-0.1914
1,6,0.4368,-0.178
1,6,0.4884,-0.1678
1,6,0.5398,-0.144
1,6,0.5914,-0.1168
1,6,0.6394,-0.0964
1,6,0.6908,-0.0694
1,6,0.7422,-0.0388
