131	1	1	-0.83333	-0.88862	-0.745	-0.8093	131	6	0	0	1	1
131	1	1	-0.5	-0.11589	-0.7417	-0.8093	131	6	0	0	1	1
131	1	1	-0.16667	-0.51602	-0.7382	-0.8058	131	6	0	0	1	1
131	1	1	0.16667	-0.22197	-0.7347	-0.806	131	6	0	0	1	1
131	1	1	0.5	0.49531	-0.7347	-0.8026	131	6	0	0	1	1
131	1	1	0.83333	0.91375	-0.7311	-0.7992	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.7277	-0.7959	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.7242	-0.7925	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.7207	-0.7925	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.7172	-0.7892	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.7137	-0.7858	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.7102	-0.7825	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.7067	-0.7791	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.7032	-0.7758	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.7032	-0.7724	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6998	-0.7724	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6963	-0.7691	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6928	-0.7657	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6893	-0.7624	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6893	-0.759	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6893	-0.7556	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6892	-0.7522	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6858	-0.7489	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6857	-0.7455	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6823	-0.7421	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6787	-0.7388	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6753	-0.7354	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6718	-0.732	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6683	-0.7287	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6648	-0.7252	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6613	-0.722	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6578	-0.7186	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6543	-0.7187	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6508	-0.7153	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6508	-0.7119	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6473	-0.7086	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6438	-0.7052	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6402	-0.7019	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6368	-0.6985	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6334	-0.6985	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6333	-0.6951	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6299	-0.6952	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6263	-0.6952	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6229	-0.6952	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6194	-0.6919	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6159	-0.6885	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6124	-0.6852	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6124	-0.6818	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6089	-0.6784	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6054	-0.6785	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.6019	-0.6751	131	6	0	0	1	1
131	1	1	NaN	NaN	-0.5984	-0.6718	131	6	0	0	1	1
