74	1	1	-0.83333	-0.88862	-0.7952	-0.838	74	6	0	0	1	1
74	1	1	-0.5	-0.11589	-0.7952	-0.8346	74	6	0	0	1	1
74	1	1	-0.16667	-0.51602	-0.7918	-0.8312	74	6	0	0	1	1
74	1	1	0.16667	-0.22197	-0.7918	-0.8278	74	6	0	0	1	1
74	1	1	0.5	0.49531	-0.7918	-0.8244	74	6	0	0	1	1
74	1	1	0.83333	0.91375	-0.7884	-0.821	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.785	-0.821	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7816	-0.8176	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7782	-0.8144	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7748	-0.811	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7714	-0.8076	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.768	-0.8042	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7646	-0.8042	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7612	-0.8042	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7612	-0.8008	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7578	-0.8008	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7578	-0.7974	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7544	-0.7974	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7544	-0.794	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.751	-0.794	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.751	-0.7906	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7476	-0.7906	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.744	-0.7906	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7406	-0.7908	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7406	-0.7874	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7372	-0.784	74	6	0	0	1	1
74	1	1	NaN	NaN	-0.7338	-0.7806	74	6	0	0	1	1
